code,city,country,name,latitude,longitude
CDS,Childress,USA,Childress Muni,34.433781,-100.287992
KIX,Osaka,Japan,Kansai,34.4347222,135.244167
HIJ,Hiroshima,Japan,Hiroshima,34.436111,132.919444
XIY,Xian Xianyang,China,Xianyang,34.447119,108.751592
JZP,Jasper,USA,Pickens County Airport,34.4534722,-84.4572222
DUC,Duncan,USA,Halliburton Field Airport,34.4713056,-97.9598611
HOT,Hot Springs,USA,Memorial Field,34.478,-93.0962
GXH,Mildenhall,United Kingdom,Gannan,34.4909,102.3719
AND,Anderson,USA,Anderson Rgnl,34.494583,-82.709389
CGO,Zhengzhou,China,Xinzheng,34.519672,113.840889
CCN,Chakcharan,Afghanistan,Chaghcharan Airport,34.526667,65.271667
LYG,Lianyungang (Xinpu),China,Lianyungang Airport,34.55,119.25
PMS,Palmyra,Syria,Palmyra,34.557361,38.316889
KBL,Kabul (Khabul),Afghanistan,Kabul Intl,34.565853,69.212328
LAW,Lawton,USA,Lawton-Fort Sill Regional Airport,34.5677144,-98.4166367
HII,Lake Havasu City,USA,Lake Havasu City Airport,34.5711111,-114.3582778
AKT,Akrotiri,Cyprus,Akrotiri,34.590416,32.987861
TOC,Toccoa,USA,Toccoa RG Letourneau Field Airport,34.5928117,-83.2963717
VCV,Victorville,USA,Southern California Logistics,34.597453,-117.382997
LBT,Lumberton,USA,Municipal Airport,34.6098056,-79.0595556
PMD,Palmdale,USA,Palmdale Rgnl Usaf Plt 42,34.629391,-118.08456
UKB,Kobe,Japan,Kobe,34.632778,135.223889
GOQ,Golmud,China,Golmud Airport,34.633,98.867
HSV,Huntsville/Decatur,USA,Huntsville International Airport-Carl T Jones Field,34.6371944,-86.7750556
FSI,Fort Sill,USA,Henry Post Aaf,34.649833,-98.402167
PRC,Prescott,USA,Ernest A Love Fld,34.654472,-112.419583
LPC,Lompoc,USA,Lompoc Airport,34.6656,-120.4675
LTS,Altus,USA,Altus Afb,34.667067,-99.266681
CEU,Clemson,USA,Clemson,34.6722222,-82.8858889
IWJ,Iwami,Japan,Iwami Airport,34.6764,131.79
HUA,Redstone Arsenal/Huntsville,USA,Redstone Aaf,34.678653,-86.684781
SFA,Sfax,Tunisia,Thyna,34.717953,10.690972
PFO,Paphos,Cyprus,Pafos Intl,34.718039,32.485731
DNN,Dalton,USA,Dalton Municipal Airport,34.7229444,-84.87025
LIT,Little Rock,USA,Adams Fld,34.729444,-92.224306
VBG,Lompoc,USA,Vandenberg Afb,34.737333,-120.584306
MSL,Muscle Shoals,USA,Northwest Alabama Regional Airport,34.7453,-87.6102
OKJ,Okayama,Japan,Okayama,34.756944,133.855278
MPK,Mokpo,South Korea,Mokpo Airport,34.758906,126.379872
OIM,Oshima Island,Japan,Oshima,34.782033,139.360306
ITM,Osaka,Japan,Osaka Intl,34.785528,135.438222
OUD,Oujda,Morocco,Angads,34.78715,-1.923986
BSK,Biskra,Algeria,Biskra,34.793289,5.738231
SDT,Saidu Sharif,Pakistan,Saidu Sharif,34.813556,72.352814
BIN,Bamiyan,Afghanistan,Bamyan Airport,34.816667,67.816667
OAJ,Jacksonville,USA,Albert J Ellis,34.829164,-77.612139
RSU,Yosu,South Korea,Yeosu,34.842328,127.61685
SDX,Sedona,USA,Sedona,34.848628,-111.788472
RBM,Camp Robinson (Little Rock),USA,Robinson Aaf,34.850089,-92.300153
NGO,Nagoya,Japan,Chubu Centrair Intl,34.858414,136.805408
HDM,Hamadan,Iran,Hamadan Airport,34.869167,48.5525
LCA,Larnaca,Cyprus,Larnaca,34.875117,33.62485
OLV,Olive Branch,USA,Olive Branch Muni,34.876944,-89.783333
MLC,McAlester,USA,Mc Alester Rgnl,34.882403,-95.783463
GSP,Greenville/Spartanburg (Greer),USA,Greenville-Spartanburg International,34.895556,-82.218889
SMX,Santa Maria,USA,Santa Maria Pub Cpt G Allan Hancock Airport,34.8989,-120.457
NKT,Cherry Point,USA,Cherry Point Mcas,34.900872,-76.880733
EDW,Edwards,USA,Edwards Afb,34.905417,-117.883739
LRF,Jacksonville,USA,Little Rock Afb,34.916944,-92.149722
RKH,Rock Hill,USA,Rock Hill York Co Bryant Airport,34.9878,-81.0572
NDR,Nador,Morocco,El Aroui Airport,34.9888,-3.02821
FAY,Fayetteville,USA,Fayetteville Regional Grannis Field,34.9912,-78.8803
HBR,Hobart,USA,Hobart Muni,34.991308,-99.051353
MWX,Moss Town,Bahamas,Muan,34.991389,126.382778
TLM,Tlemcen (Tilimsen),Algeria,Zenata,35.016667,-1.45
UKY,Kyoto,Japan,Kyoto,35.016667,135.766667
YCU,Cullaton Lake,Canada,Zhangxiao,35.018,110.993
EQY,Monroe,USA,Monroe Reqional Airport,35.01833,-80.62001
INW,Winslow,USA,Winslow-Lindbergh Regional Airport,35.0219167,-110.7225278
CHA,Chattanooga,USA,Lovell Fld,35.035278,-85.203808
ABQ,Albuquerque,USA,Albuquerque International Sunport,35.0402222,-106.6091944
MEM,Memphis,USA,Memphis Intl,35.042417,-89.976667
MHV,Mojave,USA,Mojave,35.059364,-118.151856
EWN,New Bern,USA,Craven Co Rgnl,35.072972,-77.042944
ZUN,Zuni Pueblo,USA,Black Rock,35.083228,-108.791778
HIN,Chinju,South Korea,Sacheon Air Base,35.088543,128.07037
KWJ,Kwangju,South Korea,Gwangju,35.126389,126.808889
FLG,Flagstaff,USA,Flagstaff Pulliam Airport,35.140318,-111.6692392
NIC,Nicosia,Cyprus,Nicosia International Airport,35.15111,33.27222
ECN,Ercan,Cyprus,Ercan International Airport,35.1547,33.4961
GNT,Grants,USA,Grants Milan Muni,35.167286,-107.901989
KIK,Kirkuk,Iraq,Kirkuk AB,35.17,44.3483
POB,Fayetteville,USA,Pope Field,35.170883,-79.014472
AHU,Al Hoceima,Morocco,Cherif El Idrissi,35.177103,-3.839525
PUS,Pusan,South Korea,Gimhae Intl,35.179528,128.938222
TCC,Tucumcari,USA,Tucumcari Muni,35.182777,-103.603186
MUW,Mascara,Algeria,Ghriss,35.207725,0.147142
CLT,Charlotte,USA,Charlotte Douglas Intl,35.214,-80.943139
JSH,Sitia,Greece,Sitia,35.216108,26.101325
AMA,Amarillo,USA,Rick Husband Amarillo Intl,35.219369,-101.705931
HDI,Cleveland,USA,Hardwick Field Airport,35.2199994,-84.832369
SBP,San Luis Obispo,USA,San Luis County Regional Airport,35.2368,-120.642
SOP,Pinehurst/Southern Pines,USA,Moore County Airport,35.2376111,-79.3887958
SDG,Sanandaj,Iran,Sanandaj,35.245856,47.009247
IGM,Kingman,USA,Kingman Airport,35.2595,-113.938
MLN,Melilla,Spanish Morocco,Melilla,35.279817,-2.956256
BYS,Fort Irwin/Barstow,USA,Bicycle Lake Aaf,35.280531,-116.630031
DEZ,Deirezzur,Syria,Deir Zzor,35.285374,40.175961
ISO,Kinston,USA,Kinston Regional Jetport,35.331389,-77.608889
KDU,Skardu,Pakistan,Skardu Airport,35.335508,75.536047
FSM,Fort Smith,USA,Fort Smith Rgnl,35.336583,-94.367444
GSB,Goldsboro,USA,Seymour Johnson Afb,35.339383,-77.960589
HER,Heraklion (Iraklion),Greece,Nikos Kazantzakis,35.339719,25.180297
TID,Tiaret,Algeria,Bou Chekif,35.341136,1.463147
NQA,Millington,USA,Millington Rgnl Jetport,35.356667,-89.870278
OKC,Oklahoma City,USA,Will Rogers World,35.393089,-97.600733
MMI,Athens,USA,McMinn Co,35.39919,-84.56177
LTK,Latakia,Syria,Bassel Al Assad Intl,35.401094,35.948681
IZO,Izumo,Japan,Izumo,35.413611,132.89
TIK,Oklahoma City,USA,Tinker Afb,35.414739,-97.386633
JNG,Jining,China,Jining Airport,35.417,116.533
KSJ,Kasos Island,Greece,Kasos,35.421358,26.910047
AOK,Karpathos,Greece,Karpathos,35.421408,27.146008
TEE,Tebessa,Algeria,Cheikh Larbi Tebessi,35.431611,8.120717
BFL,Bakersfield,USA,Meadows Fld,35.433598,-119.05677
AVL,Asheville,USA,Asheville Regional Airport,35.436194,-82.541806
YGJ,Yonago,Japan,Yonago Kitaro,35.492222,133.236389
LMP,Lampedusa,Italy,Lampedusa,35.497914,12.618083
GUP,Gallup,USA,Gallup Muni,35.511058,-108.789308
TTJ,Tottori,Japan,Tottori,35.530069,134.166553
CHQ,Chania (Khania),Greece,Souda,35.531747,24.149678
TAF,Tafarovi,Algeria,Tafaraoui,35.542444,-0.532278
MQI,Quincy,USA,Dare County Regional,35.5514,-75.4173
HND,Tokyo,Japan,Tokyo Intl,35.552258,139.779694
BLD,Boulder City,USA,Boulder City Municipal Airport,35.5651,-114.514
USN,Ulsan,South Korea,Ulsan,35.593494,129.351722
TTU,Tetouan (Tetuan),Morocco,Saniat Rmel,35.594333,-5.320019
MKL,Jackson,USA,Mc Kellar Sipes Rgnl,35.599889,-88.915611
SAF,Santa Fe,USA,Santa Fe Muni,35.617108,-106.089422
ORN,Oran,Algeria,Es Senia,35.623858,-0.621183
PGV,Greenville,USA,Pitt-Greenville Airport,35.635278,-77.385278
LVS,Las Vegas,USA,Las Vegas Muni,35.654222,-105.142389
MKO,Muskogee,USA,Davis Fld,35.656489,-95.366656
IYK,Inyokern,USA,Inyokern Airport,35.658889,-117.829444
NID,China Lake,USA,China Lake Naws,35.685422,-117.692039
THR,Teheran (Theran),Iran,Mehrabad Intl,35.689167,51.313416
TYO,Tokyo,Japan,All Airports,35.689444,139.691667
TNG,Tanger (Tangier),Morocco,Ibn Batouta,35.726917,-5.916889
HKY,Hickory,USA,Hickory Rgnl,35.741147,-81.38955
OKO,Yokota,Japan,Yokota Ab,35.748492,139.348483
BLJ,Batna,Algeria,Batna Airport,35.752106,6.308589
MIR,Monastir,Tunisia,Habib Bourguiba Intl,35.758056,10.754722
NRT,Tokyo,Japan,Narita Intl,35.764722,140.386389
SVH,Statesville,USA,Regional Airport,35.7649958,-80.9538958
IQN,Qingyang,China,Qingyang Airport,35.7997,107.603
TYS,Knoxville,USA,Mc Ghee Tyson,35.810972,-83.994028
MRN,Morganton,USA,Foothills Regional Airport,35.8202336,-81.6115119
JBR,Jonesboro,USA,Jonesboro Muni,35.831708,-90.646417
RWI,Rocky Mount,USA,Rocky Mount Wilson Regional Airport,35.8563,-77.8919
MLA,Malta,Malta,Luqa,35.857497,14.4775
RDU,Raleigh-Durham,USA,Raleigh Durham Intl,35.877639,-78.787472
LAM,Los Alamos,USA,Los Alamos Airport,35.8798019,-106.2694153
CJL,Chitral,Pakistan,Chitral Airport,35.886592,71.800578
TAE,Taegu,South Korea,Daegu Ab,35.894108,128.658856
KUV,Kunsan,South Korea,Kunsan Air Base,35.903756,126.615906
GIL,Gilgit,Pakistan,Gilgit,35.918786,74.333644
MMZ,Maimana,Afghanistan,Maimana,35.930789,64.760917
GCN,Grand Canyon,USA,Grand Canyon National Park Airport,35.9523611,-112.1469722
DKX,Knoxville,USA,Knoxville Downtown Island Airport,35.9638333,-83.8736667
BYH,Blytheville,USA,Arkansas Intl,35.964347,-89.943956
JGC,Grand Canyon,USA,Grand Canyon Heliport,35.96666666,-112.1333333
HSH,Las Vegas,USA,Henderson Executive Airport,35.972778,-115.134444
KPO,Pohang,South Korea,Pohang,35.987858,129.420486
FYV,Fayetteville,USA,Drake Fld,36.005094,-94.170059
FFA,Kill Devil Hills,USA,First Flight Airport,36.02,-75.67
DHT,Dalhart,USA,Dalhart Muni,36.022586,-102.547278
GZM,Gozo,Malta,Xewkija Heliport,36.027222,14.272778
RVS,Tulsa,USA,Richard Lloyd Jones Jr Airport,36.0396111,-95.9846389
BUY,Bunbury,Australia,Burlington-Alamance Regional Airport,36.0485433,-79.4748892
NBE,Dallas,USA,Enfidha - Zine El Abidine Ben Ali International Airport,36.075833,10.438611
LAS,Las Vegas,USA,Mc Carran Intl,36.080056,-115.15225
GSO,Greensboro/High Point,USA,Piedmont Triad,36.09775,-79.937306
LHW,Lanzhou,China,Lanzhou Airport,36.117,103.617
BNA,Nashville,USA,Nashville Intl,36.124472,-86.678194
KZS,Kastelorizo,Greece,Kastelorizo,36.127777,29.566656
INT,Winston-Salem,USA,Smith Reynolds,36.133722,-80.222
GIB,Gibraltar,Gibraltar,Gibraltar,36.151219,-5.349664
MMJ,Matsumoto,Japan,Matsumoto,36.166758,137.922669
QSF,San Francisco,USA,Ain Arnat Airport,36.1781,5.32449
ALP,Aleppo,Syria,Aleppo Intl,36.180675,37.224358
OKI,Oki Island,Japan,Oki,36.181125,133.324844
TUL,Tulsa,USA,Tulsa Intl,36.198389,-95.888111
VGT,Las Vegas,USA,North Las Vegas Airport,36.2106944,-115.1944444
MHD,Mashad,Iran,Mashhad,36.234,59.643
LSV,Las Vegas,USA,Nellis Afb,36.236197,-115.034253
CIH,Changzhi,China,Changzhi Airport,36.2475,113.126
ECG,Elizabeth City,USA,Elizabeth City Cgas Rgnl,36.260581,-76.174572
HRO,Harrison,USA,Boone Co,36.261519,-93.154728
TAO,Qingdao,China,Liuting,36.266108,120.374436
KIT,Kithira,Greece,Kithira,36.274258,23.016978
CZL,Constantine,Algeria,Mohamed Boudiaf Intl,36.276028,6.620386
OSB,Osage Beach,USA,Mosul International Airport,36.305833,43.1475
VIS,Visalia,USA,Visalia Municipal Airport,36.318611,-119.392778
NLC,Lemoore,USA,Lemoore Nas,36.333012,-119.95208
END,Enid,USA,Vance Afb,36.339167,-97.9165
KMQ,Komatsu,Japan,Komatsu,36.394611,136.406544
JTR,Santorini,Greece,Santorini,36.399169,25.479333
RHO,Rhodos (Rhodes),Greece,Rhodes Diagoras,36.405419,28.086192
TRI,Tri-Cities (Bristol/Johnson City/Kingsport),USA,Tri-Cities Regional Airport,36.4752222,-82.4074167
XNN,Xining,China,Xining Caojiabu Airport,36.5275,102.043
JTY,Astypalea Island,Greece,Astypalaia,36.579886,26.375822
MRY,Monterey,USA,Monterey Peninsula,36.587,-121.842944
INS,Indian Springs,USA,Creech Afb,36.587183,-115.673353
CKV,Clarksville,USA,Clarksville-Montgomery County Regional Airport,36.621944,-87.415
YEC,Yechon,South Korea,Yecheon,36.631933,128.35485
SRY,Sary,Iran,Sari Dasht E Naz Airport,36.635833,53.193611
ENY,Yan An,China,Yan'an Airport,36.6369,109.554
WEF,Weifang,China,Weifang Airport,36.6467,119.119
TOY,Toyama,Japan,Toyama,36.648333,137.1875
NSH,Nowshahr,Iran,Noshahr Airport,36.663333,51.464722
UND,Kunduz,Afghanistan,Konduz,36.665111,68.910833
HOP,Fort Campbell (Hopkinsville),USA,Campbell Aaf,36.668567,-87.496183
AGP,Malaga,Spain,Malaga,36.6749,-4.499106
OAR,Fort Ord/Monterey,USA,Marina Muni,36.681878,-121.762347
ALG,Alger (Algiers),Algeria,Houari Boumediene,36.691014,3.215408
MLO,Milos,Greece,Milos,36.696111,24.4775
MZR,Mazar i Sharif,Afghanistan,Mazar I Sharif,36.706914,67.209678
BJA,Bejaia,Algeria,Soummam,36.711997,5.069922
DLM,Dalaman,Turkey,Dalaman,36.713056,28.7925
CJJ,Cresco,USA,Cheongju International Airport,36.7166,127.499119
PNC,Ponca City,USA,Ponca City Rgnl,36.731958,-97.099781
FMN,Farmington,USA,Four Corners Rgnl,36.74125,-108.229944
XRY,Jerez de la Frontera,Spain,Jerez,36.744622,-6.060111
POF,Poplar Bluff,USA,Poplar Bluff Municipal Airport,36.77394444,-90.3248611
FAT,Fresno,USA,Fresno Yosemite Intl,36.776194,-119.71814
KGS,Kos,Greece,Kos,36.793335,27.091667
GJL,Jijel,Algeria,Jijel,36.795136,5.873608
PNL,Pantelleria,Italy,Pantelleria,36.816519,11.968864
NTU,Virginia Beach,USA,Oceana Nas,36.820703,-76.033542
AAE,Annaba,Algeria,Annaba,36.822225,7.809167
LEI,Almeria,Spain,Almeria,36.843936,-2.370097
TUN,Tunis,Tunisia,Carthage,36.851033,10.227217
TNA,Jinan,China,Jinan,36.857214,117.215992
ORF,Norfolk/Virginia Beach/Williamsburg,USA,Norfolk Intl,36.894611,-76.201222
AYT,Antalya,Turkey,Antalya,36.898731,30.800461
SIK,Sikeston,USA,Sikeston Memorial Municipal,36.8988889,-89.56175
RZR,Ramsar,Iran,Ramsar,36.909908,50.679589
PGA,Page,USA,Page Municipal Airport,36.9261,-111.4483
NGU,Norfolk,USA,Norfolk Ns,36.937644,-76.289289
GZT,Gaziantep,Turkey,Oguzeli,36.947183,37.478683
JKL,Jackson,USA,Kalymnos Island,36.963333,26.940556
BWG,Bowling Green,USA,Bowling Green-Warren County Regional Airport,36.9645278,-86.4196667
SMA,Santa Maria,Portugal,Santa Maria,36.97139,-25.170639
TBJ,Tabarka,Tunisia,7 Novembre,36.978333,8.876389
ADA,Adana,Turkey,Adana,36.982166,35.280388
MAE,Madera,USA,Madera Municipal Airport,36.9886111,-120.1124444
CIY,Comiso,Italy,Comiso,37,14.6144
PAS,Paros,Greece,Paros,37.010278,25.127778
FAO,Faro,Portugal,Faro,37.014425,-7.965911
KAC,Kameshli,Syria,Kamishly Airport,37.020625,41.191394
HTN,Hotan,China,Hotan,37.038522,79.864933
LBL,Liberal,USA,Liberal Muni,37.044222,-100.95986
SME,Somerset,USA,Lake Cumberland Regional Airport,37.053611,-84.615556
PAH,Paducah,USA,Barkley Regional Airport,37.0602875,-88.7729583
KLX,Kalamata,Greece,Kalamata,37.068319,22.025525
JNX,Naxos,Greece,Naxos,37.080556,25.368056
LFI,Hampton,USA,Langley Afb,37.082881,-76.360547
LOZ,London,USA,London-Corbin Airport-MaGee Field,37.0868889,-84.0773889
SGU,St. George,USA,St George Muni,37.090583,-113.593056
OSN,Osan,South Korea,Osan Ab,37.090617,127.029594
SFQ,San Francisquito,Mexico,Sanliurfa Airport,37.094261,38.847103
FBD,Faizabad,Afghanistan,Faizabad Airport,37.1211,70.5181
PHF,Newport News/Williamsburg,USA,Newport News Williamsburg Intl,37.131894,-76.492989
FAF,Fort Eustis,USA,Felker Aaf,37.1325,-76.608841
DRO,Durango,USA,Durango La Plata Co,37.151516,-107.75377
JLN,Joplin,USA,Joplin Rgnl,37.151814,-94.498269
OZP,Moron de la Frontera,Spain,Moron Ab,37.174917,-5.615944
PTB,Petersburg,USA,Dinwiddie County Airport,37.18375,-77.507388
LRS,Leros,Greece,Leros,37.184903,26.800289
WEH,Weihai,China,Weihai Airport,37.1871,122.229
GRX,Granada,Spain,Granada,37.188731,-3.777356
CGI,Cape Girardeau,USA,Cape Girardeau Regional Airport,37.2253,-89.5708
FKS,Fukushima,Japan,Fukushima Airport,37.2274,140.431
SGF,Springfield,USA,Springfield Branson Natl,37.245667,-93.388639
DOY,Deboyne,Papua New Guinea,Dongying Airport,37.2716,118.2819
MCE,Merced,USA,Merced Municipal Airport,37.284722,-120.513889
BLF,Bluefield,USA,Mercer County Airport,37.2958,-81.2077
PKH,Porto-Kheli,Greece,Alexion,37.298792,23.148986
CEZ,Cortez,USA,Cortez Muni,37.303,-108.628056
MPI,Mamitupo,Panama,MariposaYosemite,37.3039,-120.0222
RAS,Rasht,Iran,Rasht,37.325314,49.605817
ROA,Roanoke,USA,Roanoke Regional,37.325472,-79.975417
LYH,Lynchburg,USA,Lynchburg Regional Preston Glenn Field,37.3267,-79.2004
SJC,San Jose,USA,Norman Y Mineta San Jose Intl,37.3626,-121.929022
MER,Merced,USA,Castle,37.380481,-120.568189
EGT,Wellington,USA,Wellington Municipal,37.39411,-97.423225
NSY,Sigonella,Italy,Sigonella,37.401664,14.922358
YNT,Yantai,China,Laishan,37.401667,121.371667
LVK,Livermore,USA,Livermore Municipal,37.41362,-121.49133
NUQ,Mountain View,USA,Moffett Federal Afld,37.416142,-122.049139
SVQ,Sevilla,Spain,Sevilla,37.418,-5.893106
JSY,Syros Island,Greece,Syros Airport,37.422792,24.950936
ALS,Alamosa,USA,San Luis Valley Regional Airport,37.435,-105.866667
JMK,Mikonos,Greece,Mikonos,37.435128,25.348103
SSN,Seoul,South Korea,Seoul Ab,37.445833,127.113889
GNY,Granby,USA,Sanliurfa GAP,37.45,38.9
PAO,Palo Alto,USA,Palo Alto Airport of Santa Clara County,37.4611111,-122.1150556
CTA,Catania,Italy,Catania Fontanarossa,37.466781,15.0664
RIC,Richmond,USA,Richmond Intl,37.505167,-77.319667
SQL,San Carlos,USA,San Carlos Airport,37.511944,-122.249444
SEL,Seoul,South Korea,Gimpo International Airpot,37.558311,126.790586
KIJ,Niigata,Japan,Niigata,37.5711,139.0646
SFO,San Francisco,USA,San Francisco Intl,37.618972,-122.374889
MYP,Mary,Turkmenistan,Mary Airport,37.6194,61.8967
IAB,Wichita,USA,Mc Connell Afb,37.621853,-97.268192
MMH,Mammoth Lakes,USA,Mammoth Yosemite Airport,37.624049,-118.837772
MOD,Modesto,USA,Modesto City Co Harry Sham,37.625817,-120.954422
ICT,Wichita,USA,Wichita Mid Continent,37.649944,-97.433056
HWD,Hayward,USA,Hayward Executive Airport,37.65888889,-122.1216667
OMH,Urmieh,Iran,Uromiyeh Airport,37.6681,45.0687
SMI,Samos,Greece,Samos,37.689999,26.911667
BEC,Wichita,USA,Beech Factory Airport,37.6939167,-97.2149167
CDC,Cedar City,USA,Cedar City Rgnl,37.700967,-113.098847
BCE,Bryce Canyon,USA,Bryce Canyon,37.706444,-112.145806
OAK,Oakland,USA,Metropolitan Oakland Intl,37.721278,-122.220722
OWB,Owensboro,USA,Owensboro Daviess County Airport,37.7401,-87.1668
PDL,Ponta Delgada (Sao Miguel Island),Portugal,Ponta Delgada,37.741184,-25.69787
TBN,Fort Leonard Wood,USA,Waynesville Rgnl Arpt At Forney Fld,37.741631,-92.140736
TYN,Taiyuan,China,Wusu,37.746897,112.628428
ZTH,Zakynthos,Greece,Dionysios Solomos,37.750853,20.88425
KAG,Kangnung,South Korea,Gangneung,37.753561,128.943625
MWA,Marion,USA,Williamson Country Regional Airport,37.7549569,-89.0110936
DDC,Dodge City,USA,Dodge City Regional Airport,37.7634,-99.9656
MJV,Murcia,Spain,Murcia San Javier,37.774972,-0.812389
DNZ,Denizli,Turkey,Cardak,37.785567,29.701297
NGZ,Alameda,USA,NAS Alameda,37.7861,-122.3186
BKW,Beckley,USA,Raleigh County Memorial Airport,37.7873,-81.1242
ODB,Cordoba,Spain,Cordoba,37.842006,-4.848878
LWB,Greenbrier (Lewisburg),USA,Greenbrier Valley Airport,37.858333,-80.399444
DIY,Diyarbakir,Turkey,Diyarbakir,37.893897,40.201019
SCK,Stockton,USA,Stockton Metropolitan,37.894167,-121.238306
FTK,Fort Knox,USA,Godman Aaf,37.907058,-85.972106
TPS,Trapani,Italy,Trapani Birgi,37.911403,12.487961
PYR,Pyrgos,Greece,Andravida,37.920708,21.292583
GCK,Garden City,USA,Garden City Rgnl,37.927528,-100.724417
BAL,Batman,Turkey,Batman,37.928969,41.116583
ATH,Athens (Athinai),Greece,Eleftherios Venizelos Intl,37.936358,23.944467
WAL,Chincoteague,USA,Wallops Flight Facility,37.940194,-75.466389
TEX,Telluride,USA,Telluride,37.953759,-107.90848
KYA,Konya,Turkey,Konya,37.979,32.561861
ASB,Ashgabat (Ashkhabad),Turkmenistan,Ashgabat,37.986814,58.360967
CCR,Concord,USA,Buchanan Field Airport,37.9896667,-122.0568889
HAE,Havasupai,USA,Haeju Airport,38.00543,125.77863
LEX,Lexington,USA,Blue Grass,38.0365,-84.605889
EVV,Evansville,USA,Evansville Regional,38.036997,-87.532364
LHX,La Junta,USA,La Junta Muni,38.049719,-103.509431
EWK,Newton,USA,Newton City-County Airport,38.0570785,-97.2752278
HUT,Hutchinson,USA,Hutchinson Municipal Airport,38.0655,-97.8606
LAA,Lamar,USA,Lamar Muni,38.069694,-102.6885
REG,Reggio Calabria,Italy,Reggio Calabria,38.071206,15.651556
AIZ,Kaiser/Lake Ozark,USA,Lee C Fine Memorial Airport,38.096035,-92.5494875
EFL,Kefalonia (Kefallinia),Greece,Kefallinia,38.120069,20.500481
TBZ,Tabriz,Iran,Tabriz Intl,38.133889,46.235
CHO,Charlottesville,USA,Charlottesville-Albemarle,38.138639,-78.452861
SDJ,Sendai,Japan,Sendai,38.139722,140.916944
SHO,Sokcho,South Korea,Sokcho,38.142614,128.598556
IQM,Qiemo,China,Qiemo Airport,38.1494,85.5328
GPA,Araxos/Patras,Greece,Araxos,38.151111,21.425556
SDF,Louisville,USA,Louisville International Airport,38.1740858,-85.7364989
PMO,Palermo,Italy,Palermo,38.175958,13.091019
FFT,Frankfort,USA,Capital City Airport,38.1819722,-84.9061389
APC,Napa,USA,Napa County Airport,38.2131944,-122.2806944
LOU,Louisville,USA,Bowman Fld,38.228,-85.663722
SUU,Fairfield,USA,Travis Afb,38.262692,-121.927464
SHD,Staunton/Waynesboro/Harrisonburg,USA,Shenandoah Valley Regional Airport,38.263889,-78.896389
UYN,Yulin,China,Yulin Airport,38.2692,109.731
SJW,Shijiazhuang,China,Shijiazhuang Daguocun International Airport,38.280686,114.6973
ALC,Alicante,Spain,Alicante,38.282169,-0.558156
NHK,Patuxent River,USA,Patuxent River Nas,38.285981,-76.411781
PUB,Pueblo,USA,Pueblo Memorial,38.289085,-104.496572
ADB,Izmir,Turkey,Adnan Menderes,38.292392,27.156953
FBG,Fort Bragg,USA,Fredericksburg Amtrak Station,38.298416,-77.456875
ADU,Audubon,USA,Ardabil Airport,38.325678,48.424356
EMP,Emporia,USA,Emporia Municipal Airport,38.3321,-96.1912
SBY,Salisbury,USA,Salisbury Ocean City Wicomico Rgnl,38.340525,-75.510289
JKH,Chios,Greece,Chios,38.343175,26.140572
GBN,Gila Bend,USA,Great Bend Municipal,38.344167,-98.859167
HTS,Huntington,USA,Tri State Milton J Ferguson Field,38.3667,-82.558
CRW,Charleston,USA,Yeager,38.373147,-81.593189
GAJ,Yamagata,Japan,Yamagata,38.411894,140.371331
MLX,Malatva,Turkey,Erhac,38.435347,38.091006
VAN,Van,Turkey,Van,38.468219,43.3323
INC,Yinchuan,China,Yinchuan,38.481944,106.009167
RIU,Rancho Murieta,USA,Rancho Murieta,38.486778,-121.102778
NYG,Quantico,USA,Quantico Mcaf,38.501683,-77.305333
OJC,Olathe/Kansas City,USA,Johnson County Airport,38.5051,-94.4415
STS,Santa Rosa,USA,Charles M Schulz Sonoma Co,38.508978,-122.81288
MTJ,Montrose,USA,Montrose Regional Airport,38.509794,-107.894242
SAC,Sacramento,USA,Sacramento Executive,38.512524,-121.49347
IGL,Izmir,Turkey,Cigli,38.513022,27.010053
HOR,Horta (Faial Island),Portugal,Horta,38.519894,-28.715872
GUC,Gunnison,USA,Gunnison - Crested Butte,38.533889,-106.933056
DYU,Dushanbe,Tajikistan,Dushanbe,38.543333,68.825
BLV,Belleville,USA,Scott Afb Midamerica,38.545178,-89.835183
MHR,Sacramento,USA,Sacramento Mather,38.553897,-121.297592
PIX,Pico Island,Portugal,Pico,38.554333,-28.441333
CPS,Cahokia/St. Louis,USA,St. Louis Downtown Airport,38.5707244,-90.1562211
JEF,Jefferson City,USA,Jefferson City Memorial Airport,38.5912,-92.1561
AGQ,Agrinion,Greece,Agrinion,38.602022,21.351208
EZS,Elazig,Turkey,Elazig,38.606925,39.291417
SUS,St. Louis,USA,Spirit Of St Louis,38.662119,-90.652044
SJZ,Sao Jorge,Portugal,Sao Jorge,38.6655,-28.175817
MCC,Sacramento,USA,Mc Clellan Afld,38.667639,-121.400611
FCS,Colorado Springs/Fort Carson,USA,Butts Aaf,38.678394,-104.756581
GED,Georgetown,USA,Sussex Co,38.689194,-75.358889
SMF,Sacramento,USA,Sacramento Intl,38.695417,-121.590778
MNZ,Manassas,USA,Manassas,38.721389,-77.515556
AFY,Afyon,Turkey,Afyon,38.726425,30.601114
SZL,Knob Noster,USA,Whiteman Afb,38.730306,-93.547864
RIF,Richfield,USA,Richfield Minicipal Airport,38.7364361,-112.0989444
